service_id,service_en,service_fr,org_id,org_name_en,org_name_fr
SRV03065,Outreach Support Centre,Centre d’appui des services mobiles,128,Employment and Social Development Canada,Emploi et Développement social Canada
SRV03064,eServiceCanada,eServiceCanada,128,Employment and Social Development Canada,Emploi et Développement social Canada
SRV03063,Clothing Allowance,Allocation vestimentaire,139,Veterans Affairs Canada,Anciens Combattants Canada
SRV03062,Veterans Ombud Intervention Services,Services d’intervention de l’ombud des vétérans,139,Veterans Affairs Canada,Anciens Combattants Canada
SRV03061,Sexual Misconduct Support and Resource Center's Community Support for Sexual Misconduct Survivors Grant Program,Le programme de subventions pour le soutien communitaire pour les personnes surviantes d'inconduite sexuelle du Centre de soutien et de resources sur l'inconduite sexuelle,133,National Defence,Défense nationale
SRV03060,The Victim Liaison Officer,L'agent de liaison de la victime,133,National Defence,Défense nationale
SRV03058,Wine Sector Support Program,Programme d'aide au secteur du vin,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
SRV03057,Agricultural Clean Technology:Research and Innovation Stream,Programme des technologies propres en agriculture : Volet Recherche et innovation,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
SRV03056,AgriCommunication,Programme Agri-communication,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
SRV03055,African Swine Fever Industry Preparedness Program: Welfare Slaughter and Disposal Stream,Programme de préparation de l’industrie à la peste porcine africaine : Volet Abattage par compassion et élimination,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
SRV03054,African Swine Fever Industry Preparedness Program: Prevention and Preparedness Stream,Programme de préparation de l’industrie à la peste porcine africaine : Volet Prévention et préparation,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
SRV03051,Work Permit,Permis de travail,123,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
SRV03050,Passport Administrative Services,Services administratifs des passeports,123,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
SRV03049,Passports & Travel Documents,Délivrance de passeports et de titres de voyage,123,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
SRV03048,Grant of Citizenship,Attribution de citoyenneté,123,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
SRV03047,Humanitarian/Compassionate and Discretionary Immigration- Permanent Residence,Immigration pour considérations d’ordre humanitaire et discrétionnaire- Résidence permanente,123,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
SRV03046,Family Reunification- Permanent Residence,Regroupement familial- Résidence permanente,123,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
SRV03045,Regional Economic Immigration- Permanent Residence,Immigration économique régionale- Résidence permanente,123,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
SRV03044,Federal Economic Immigration- Permanent Residence,Immigration économique fédérale- Résidence permanente,123,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
SRV03019,Issuance of Designated Device Registrations under the Controlled Drugs and Substances Act,Délivrance de l'enregistrement d'un instruments désignés,127,Health Canada,Santé Canada
SRV03018,Issuance of No Objection Letters for imports,Délivrance de lettres de non-objection pour les importations,127,Health Canada,Santé Canada
SRV03017,Exemptions from the Controlled Drugs and Substances Act in reponse to emergencies (CSCB),Exemptions pour l'utilisation de substances contrôlées en réponse à des urgences (DGSCC),127,Health Canada,Santé Canada
SRV03016,Liaison with national and international enforcement partners,Liaison avec les partenaires nationaux et internationaux chargés de l'application de la loi,127,Health Canada,Santé Canada
SRV03015,Legal Services,Services juridiques,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV03014,Cadet Training Services,Services de formation des cadets,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV03012,Corporate Staffing - Member,Dotation ministérielle - Membre,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV03010,Digital Systems and Solutions Delivery,"Soutien aux forces de l'ordre des systèmes, applications et services critiques",295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV03009,Operations and Platform Support,Soutien des opérations et des plateformes,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV03008,National Radio Services (NRS),Programme de services radio nationaux (SRN),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV03007,Truth Verification Section (TVS),Section des contrôles de sincérité (SCS),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV03006,National Child Exploitation Crime Centre (NCECC),Centre national contre l'exploitation des enfants (CNCEE),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV03005,National Centre for Missing Persons and Unidentified Remains (NCMPUR),Centre national pour les personnes disparues et les restes non identifiés (CNPDRN),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV03004,Behavioural Sciences Investigative Services (BSIS),Services d'enquêtes en sciences du comportement (SESC),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV03003,"Chemical, Biological, Radiological, Nuclear and Explosives","Chimique, biologique, radiologique, nucléaire et explosifs",295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV03002,Protective Technical Services,Services techniques de protection,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV03001,Specialized Technical Investigative Services,Services d'enquêtes techniques spécialisées,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV03000,Air Services,Services aériens,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02999,RCMP- Science and Strategic Partnerships,(GRC) Partenariats scientifiques et stratégiques,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02998,RCMP- Canadian Criminal Real Time Identification Services,(GRC) Services canadiens d'identification criminelle en temps réel,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02997,RCMP- Canadian Police Information Center,(GRC) Centre d'information de la police canadienne,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02994,"International Health, Protection and Wellness","Santé, protection et bien-être international",295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02993,International Deployment Services,Services de déploiement international,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02992,International Liaison and Coordination Centre,Centre de coordination et de liaison internationale,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02991,"International Operations and, Policing Development",Opérations internationales et développement des services de police,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02990,Operational Information Management,Gestion de l'information opérationnelle,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02988,Passport Selection,Sélection de passeports,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02987,Interpol/Europol,Interpol/Europol,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02985,National Intelligence,Renseignement national,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02984,Project Seahorse,Projet Seahorse,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02983,RCMP- Witness Protection,(GRC) Protection des témoins,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02982,Protective Policing,Police de protection,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02981,Canadian Air Carrier Protective Program,Programme de protection des transporteurs aériens canadiens,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02980,RCMP- National Critical Infrastructure Team,(GRC) Équipe nationale des infrastructures essentielles,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02979,National Security,Sécurité nationale,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02978,Federal Policing Criminal Operations (FPCO),Opérations Criminelles de la Police Fédérale (OCPF),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02977,RCMP- National Crime Prevention and Indigenous Policing Services,(GRC) Services nationaux de prévention du crime et de police autochtone,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02976,Operational Systems Service Centre (OSSC) :,Centre de service des systèmes de la police opérationnels (CSSPO),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02975,Strategic Policing Agreements and Service,Accords de services de police stratégiques et Service,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02974,Operational Communication Centers (OCC),Stations de transmissions opérationnelles (STO),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
SRV02973,National Criminal Operations (NCROPS),Opérations criminelles nationales (SNPC),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
